"PBR_IFMS_ID" "Site" "Point" "SitePoint" "Date" "Observers" "Latitude" "Longitude" "Distance_m" "DBH_cm" "NAME"
"92" 10881374261638 "TNPickett" 18 "TNPickett_18" "5/31/2013" "GI_El" 36.59395 -84.86694 4.6 10.1 "Quercus_montana"
"93" 10881374261638 "TNPickett" 18 "TNPickett_18" "5/31/2013" "GI_El" 36.59395 -84.86694 3.5 30.6 "Pinus_virginiana"
"94" 10881374261638 "TNPickett" 18 "TNPickett_18" "5/31/2013" "GI_El" 36.59395 -84.86694 5.4 14.5 "Pinus_virginiana"
"95" 10881374261638 "TNPickett" 18 "TNPickett_18" "5/31/2013" "GI_El" 36.59395 -84.86694 6.9 14.9 "Pinus_virginiana"
"96" 10881374261638 "TNPickett" 18 "TNPickett_18" "5/31/2013" "GI_El" 36.59395 -84.86694 6.6 12.1 "Acer_rubrum"
"97" 10881374261638 "TNPickett" 18 "TNPickett_18" "5/31/2013" "GI_El" 36.59395 -84.86694 1.8 11.2 "Quercus_montana"
"98" 10881374261638 "TNPickett" 18 "TNPickett_18" "5/31/2013" "GI_El" 36.59395 -84.86694 3.2 18.4 "Acer_rubrum"
"99" 10881374261638 "TNPickett" 18 "TNPickett_18" "5/31/2013" "GI_El" 36.59395 -84.86694 3.4 10.5 "Quercus_montana"
"100" 10881374261638 "TNPickett" 18 "TNPickett_18" "5/31/2013" "GI_El" 36.59395 -84.86694 5.5 12.5 "Nyssa_sylvatica"
"101" 10881374261638 "TNPickett" 9 "TNPickett_9" "5/30/2013" "GI_El" 36.59466 -84.86035 3 30.8 "Quercus_velutina"
"102" 10881374261638 "TNPickett" 9 "TNPickett_9" "5/30/2013" "GI_El" 36.59466 -84.86035 3.2 13.2 "Quercus_montana"
"103" 10881374261638 "TNPickett" 9 "TNPickett_9" "5/30/2013" "GI_El" 36.59466 -84.86035 4.5 19 "Acer_rubrum"
"104" 10881374261638 "TNPickett" 9 "TNPickett_9" "5/30/2013" "GI_El" 36.59466 -84.86035 4.6 31.5 "Quercus_velutina"
"105" 10881374261638 "TNPickett" 9 "TNPickett_9" "5/30/2013" "GI_El" 36.59466 -84.86035 3.5 12.5 "Quercus_montana"
"106" 10881374261638 "TNPickett" 9 "TNPickett_9" "5/30/2013" "GI_El" 36.59466 -84.86035 3.5 16.7 "Acer_rubrum"
"107" 10881374261638 "TNPickett" 9 "TNPickett_9" "5/30/2013" "GI_El" 36.59466 -84.86035 3.6 30.7 "Quercus_montana"
"108" 10881374261638 "TNPickett" 9 "TNPickett_9" "5/30/2013" "GI_El" 36.59466 -84.86035 4.1 23.8 "Quercus_montana"
"109" 10881374261638 "TNPickett" 9 "TNPickett_9" "5/30/2013" "GI_El" 36.59466 -84.86035 3.1 15.6 "Acer_rubrum"
"110" 10881374261638 "TNPickett" 9 "TNPickett_9" "5/30/2013" "GI_El" 36.59466 -84.86035 3.2 27 "Acer_rubrum"
"111" 10881374261638 "TNPickett" 20 "TNPickett_20" "5/30/2013" "GI_El" 36.5996 -84.85406 5.4 16 "Liriodendron_tulipifera"
"112" 10881374261638 "TNPickett" 20 "TNPickett_20" "5/30/2013" "GI_El" 36.5996 -84.85406 7.5 39.7 "Liriodendron_tulipifera"
"113" 10881374261638 "TNPickett" 20 "TNPickett_20" "5/30/2013" "GI_El" 36.5996 -84.85406 11.5 14.2 "Liriodendron_tulipifera"
"114" 10881374261638 "TNPickett" 20 "TNPickett_20" "5/30/2013" "GI_El" 36.5996 -84.85406 10.4 43.2 "Liriodendron_tulipifera"
"115" 10881374261638 "TNPickett" 20 "TNPickett_20" "5/30/2013" "GI_El" 36.5996 -84.85406 3.8 18.5 "Fraxinus_pennsylvanica"
"116" 10881374261638 "TNPickett" 20 "TNPickett_20" "5/30/2013" "GI_El" 36.5996 -84.85406 4.8 26.6 "Acer_saccharum"
"117" 10881374261638 "TNPickett" 20 "TNPickett_20" "5/30/2013" "GI_El" 36.5996 -84.85406 5.4 37.7 "Morus_rubra"
"118" 10881374261638 "TNPickett" 20 "TNPickett_20" "5/30/2013" "GI_El" 36.5996 -84.85406 9.7 43 "Oxydendron_arboreum"
"119" 10881374261638 "TNPickett" 20 "TNPickett_20" "5/30/2013" "GI_El" 36.5996 -84.85406 9.9 15.9 "Morus_rubra"
"120" 10881374261638 "TNPickett" 20 "TNPickett_20" "5/30/2013" "GI_El" 36.5996 -84.85406 11 17.5 "Nyssa_sylvatica"
"121" 10881374261638 "TNPickett" 13 "TNPickett_13" "5/30/2013" "GI_El" 36.60537 -84.85497 3.7 38.3 "Quercus_rubrum"
"122" 10881374261638 "TNPickett" 13 "TNPickett_13" "5/30/2013" "GI_El" 36.60537 -84.85497 6.1 31.3 "Quercus_montana"
